Geography,Geographic Area Name,totalpop,hispanic_latino,white,black,american_indian,asian,native_hawaiian,other
1400000US06065045214,"Census Tract 452.14, Riverside County, California",6009,1582,3653,110,16,344,1,23
1400000US06065045216,"Census Tract 452.16, Riverside County, California",2253,415,1647,49,3,72,2,3
1400000US06065045217,"Census Tract 452.17, Riverside County, California",7230,6102,721,87,16,168,0,30
1400000US06065045222,"Census Tract 452.22, Riverside County, California",2455,1185,985,63,9,131,3,8
1400000US06065045224,"Census Tract 452.24, Riverside County, California",5696,3429,1910,70,19,141,3,17
1400000US06065045226,"Census Tract 452.26, Riverside County, California",6528,6138,221,41,4,47,5,44
1400000US06065045228,"Census Tract 452.28, Riverside County, California",5662,2254,2829,139,12,201,12,18
1400000US06065045233,"Census Tract 452.33, Riverside County, California",4735,2242,1970,122,34,175,6,37
1400000US06065045234,"Census Tract 452.34, Riverside County, California",4699,1478,2582,68,26,322,3,24
1400000US06065045235,"Census Tract 452.35, Riverside County, California",3562,1219,1793,45,14,322,2,28
1400000US06065045302,"Census Tract 453.02, Riverside County, California",4362,4045,234,17,15,9,1,7
1400000US06065045303,"Census Tract 453.03, Riverside County, California",3141,2913,146,39,5,15,0,3
1400000US06065045305,"Census Tract 453.05, Riverside County, California",4744,2866,1345,133,12,195,7,26
1400000US06065045306,"Census Tract 453.06, Riverside County, California",6242,4199,1462,106,37,224,4,50
1400000US06065045501,"Census Tract 455.01, Riverside County, California",5906,5005,487,220,22,104,0,23
1400000US06065045502,"Census Tract 455.02, Riverside County, California",3846,3230,427,73,21,43,4,18
1400000US06065045606,"Census Tract 456.06, Riverside County, California",3660,1295,2068,78,16,107,2,11
1400000US06065045610,"Census Tract 456.10, Riverside County, California",4124,4004,35,33,0,17,3,17
1400000US06065045611,"Census Tract 456.11, Riverside County, California",4276,4205,36,2,0,2,0,17
1400000US06065045612,"Census Tract 456.12, Riverside County, California",4810,4657,107,5,15,6,0,10
1400000US06065045613,"Census Tract 456.13, Riverside County, California",1947,120,1696,18,1,57,0,14
1400000US06065045614,"Census Tract 456.14, Riverside County, California",1149,95,967,21,1,44,1,0
1400000US06065045615,"Census Tract 456.15, Riverside County, California",3535,3217,236,11,6,16,0,19
1400000US06065045616,"Census Tract 456.16, Riverside County, California",1818,1741,54,3,0,17,0,0
1400000US06065045617,"Census Tract 456.17, Riverside County, California",2598,948,1468,22,71,35,2,10
1400000US06065045618,"Census Tract 456.18, Riverside County, California",2181,2082,11,3,20,27,0,27
1400000US06065045619,"Census Tract 456.19, Riverside County, California",4407,4245,54,4,65,17,0,9
1400000US06065045703,"Census Tract 457.03, Riverside County, California",6297,6132,87,14,2,17,0,22
1400000US06065045704,"Census Tract 457.04, Riverside County, California",3135,3049,47,8,8,2,1,4
1400000US06065045706,"Census Tract 457.06, Riverside County, California",4297,4233,45,8,0,0,0,3
1400000US06065045707,"Census Tract 457.07, Riverside County, California",6289,6099,112,16,7,10,0,25
1400000US06065045708,"Census Tract 457.08, Riverside County, California",4412,4281,72,14,10,15,0,10
1400000US06065045709,"Census Tract 457.09, Riverside County, California",4579,4452,41,13,24,14,1,24
1400000US06065045900,"Census Tract 459, Riverside County, California",1511,928,428,73,10,7,1,4
1400000US06065046101,"Census Tract 461.01, Riverside County, California",2862,1591,893,153,23,74,3,18
1400000US06065046102,"Census Tract 461.02, Riverside County, California",2028,1445,315,181,10,22,1,6
1400000US06065046103,"Census Tract 461.03, Riverside County, California",2757,1458,975,117,23,90,4,8
1400000US06065046200,"Census Tract 462, Riverside County, California",3084,2044,499,361,27,34,1,13
1400000US06065046401,"Census Tract 464.01, Riverside County, California",3953,1886,1623,114,30,139,11,12
1400000US06065046402,"Census Tract 464.02, Riverside County, California",5261,2649,2192,113,12,81,11,26
1400000US06065046403,"Census Tract 464.03, Riverside County, California",7686,3955,2772,208,44,288,35,36
1400000US06065046404,"Census Tract 464.04, Riverside County, California",6160,3081,2188,254,20,310,3,33
1400000US06065046405,"Census Tract 464.05, Riverside County, California",4128,1925,1791,88,13,105,16,37
1400000US06065046501,"Census Tract 465.01, Riverside County, California",3455,836,1660,162,47,587,2,1
1400000US06065046502,"Census Tract 465.02, Riverside County, California",4364,1518,1022,481,26,1102,6,43
1400000US06065046601,"Census Tract 466.01, Riverside County, California",4560,1931,1169,1227,53,72,4,8
1400000US06065046602,"Census Tract 466.02, Riverside County, California",3497,1267,1996,48,8,47,6,11
1400000US06065046700,"Census Tract 467, Riverside County, California",4243,2781,673,516,14,131,33,16
1400000US06065046800,"Census Tract 468, Riverside County, California",6517,4345,732,851,12,356,40,30
1400000US06065046900,"Census Tract 469, Riverside County, California",1725,967,628,54,7,12,2,7
1400000US06065047000,"Census Tract 470, Riverside County, California",1567,609,803,58,12,15,0,3
1400000US06065047201,"Census Tract 472.01, Riverside County, California",2165,896,1148,30,11,24,0,3
1400000US06065047202,"Census Tract 472.02, Riverside County, California",1891,635,1079,31,10,30,4,22
1400000US06065047901,"Census Tract 479.01, Riverside County, California",5122,1607,2151,306,18,759,13,22
1400000US06065047902,"Census Tract 479.02, Riverside County, California",6414,1719,2865,327,16,1123,14,43
1400000US06065048100,"Census Tract 481, Riverside County, California",6631,1865,3140,288,18,992,16,24
1400000US06065048200,"Census Tract 482, Riverside County, California",4251,1846,1257,241,2,695,16,33
1400000US06065048300,"Census Tract 483, Riverside County, California",6497,3693,635,1375,5,479,28,65
1400000US06065048700,"Census Tract 487, Riverside County, California",4908,2231,667,1191,8,556,33,29
1400000US06065048800,"Census Tract 488, Riverside County, California",4556,2924,393,757,5,310,12,35
1400000US06065048901,"Census Tract 489.01, Riverside County, California",3828,2612,518,418,3,131,13,23
1400000US06065048902,"Census Tract 489.02, Riverside County, California",7472,5389,605,1072,35,155,28,52
1400000US06065049001,"Census Tract 490.01, Riverside County, California",6345,2898,729,1613,16,729,15,64
1400000US06065049002,"Census Tract 490.02, Riverside County, California",2848,1091,440,749,26,357,21,20
1400000US06065049101,"Census Tract 491.01, Riverside County, California",2491,1567,750,88,10,40,0,9
1400000US06065049102,"Census Tract 491.02, Riverside County, California",3074,1141,1628,84,13,85,0,29
1400000US06065049400,"Census Tract 494, Riverside County, California",2849,1169,1542,35,7,44,1,1
1400000US06065049501,"Census Tract 495.01, Riverside County, California",4600,4266,217,35,13,39,0,7
1400000US06065049502,"Census Tract 495.02, Riverside County, California",4222,3686,308,81,32,20,2,35
1400000US06065049600,"Census Tract 496, Riverside County, California",7361,1781,3637,350,19,975,27,44
1400000US06065049701,"Census Tract 497.01, Riverside County, California",4126,982,2461,111,17,254,13,21
1400000US06065049702,"Census Tract 497.02, Riverside County, California",5401,1146,3477,132,16,250,7,27
1400000US06065049800,"Census Tract 498, Riverside County, California",4012,1584,1765,170,12,243,6,21
1400000US06065050301,"Census Tract 503.01, Riverside County, California",6337,1933,2335,453,21,1113,37,65
1400000US06065050302,"Census Tract 503.02, Riverside County, California",5752,1771,2209,385,10,914,9,35
1400000US06065050401,"Census Tract 504.01, Riverside County, California",4855,1657,2044,238,16,541,16,29
1400000US06065050402,"Census Tract 504.02, Riverside County, California",5134,1965,2195,218,21,387,43,26
1400000US06065050501,"Census Tract 505.01, Riverside County, California",5398,2277,1720,382,34,623,12,48
1400000US06065050502,"Census Tract 505.02, Riverside County, California",3940,912,1774,283,6,650,14,24
1400000US06065050503,"Census Tract 505.03, Riverside County, California",5542,1708,1997,414,41,962,20,35
1400000US06065050600,"Census Tract 506, Riverside County, California",7869,2227,4186,378,30,495,40,31
1400000US06065050701,"Census Tract 507.01, Riverside County, California",8318,2914,3037,651,25,1032,57,41
1400000US06065050702,"Census Tract 507.02, Riverside County, California",4768,1549,2061,432,19,428,16,31
1400000US06065050901,"Census Tract 509.01, Riverside County, California",2147,678,667,284,8,396,3,16
1400000US06065050902,"Census Tract 509.02, Riverside County, California",2503,864,831,214,5,418,14,26
1400000US06065051100,"Census Tract 511, Riverside County, California",6506,3464,640,1696,11,386,37,32
1400000US06065051200,"Census Tract 512, Riverside County, California",4682,1624,2182,195,30,364,11,24
1400000US06065051301,"Census Tract 513.01, Riverside County, California",5459,3079,1383,495,41,246,10,5
1400000US06065051302,"Census Tract 513.02, Riverside County, California",5018,2464,1875,319,54,162,20,14
1400000US06065051401,"Census Tract 514.01, Riverside County, California",3644,112,3375,48,0,54,4,2
1400000US06065051402,"Census Tract 514.02, Riverside County, California",3050,147,2743,34,6,54,3,10
1400000US06065940100,"Census Tract 9401, Riverside County, California",174,9,153,0,7,0,0,0
1400000US06065940400,"Census Tract 9404, Riverside County, California",6242,5815,233,54,31,52,2,29
1400000US06065940500,"Census Tract 9405, Riverside County, California",2421,225,2011,30,23,42,1,9
1400000US06065940600,"Census Tract 9406, Riverside County, California",3660,418,2862,36,37,168,17,22
1400000US06065940700,"Census Tract 9407, Riverside County, California",2561,387,1899,62,14,99,1,6
1400000US06065940800,"Census Tract 9408, Riverside County, California",2852,283,2338,38,15,81,2,9
1400000US06065940900,"Census Tract 9409, Riverside County, California",2044,239,1617,43,21,39,5,3
1400000US06065941001,"Census Tract 9410.01, Riverside County, California",1788,426,1204,47,1,40,4,6
1400000US06065941002,"Census Tract 9410.02, Riverside County, California",2217,295,1677,77,20,61,0,10
1400000US06065941100,"Census Tract 9411, Riverside County, California",2122,173,1791,40,13,36,0,7
1400000US06065941200,"Census Tract 9412, Riverside County, California",2845,422,2143,68,13,98,2,8
1400000US06065941300,"Census Tract 9413, Riverside County, California",3067,539,2074,118,26,159,8,17
1400000US06065941400,"Census Tract 9414, Riverside County, California",3985,1074,2368,197,31,182,1,18
1400000US06065941500,"Census Tract 9415, Riverside County, California",4858,1997,1782,298,487,80,4,8
1400000US06065980004,"Census Tract 9800.04, Riverside County, California",6,4,0,0,0,1,1,0
1400000US06065981000,"Census Tract 9810, Riverside County, California",5996,3705,896,1128,60,63,11,15
1400000US06067000100,"Census Tract 1, Sacramento County, California",3749,439,2810,35,13,158,7,19
1400000US06067000200,"Census Tract 2, Sacramento County, California",3889,540,2833,48,13,162,2,17
1400000US06067000300,"Census Tract 3, Sacramento County, California",3347,462,2426,25,10,153,4,29
1400000US06067000400,"Census Tract 4, Sacramento County, California",3840,835,2298,168,10,182,6,31
1400000US06067000501,"Census Tract 5.01, Sacramento County, California",1905,501,922,177,11,127,7,19
1400000US06067000502,"Census Tract 5.02, Sacramento County, California",1433,295,785,59,9,120,10,13
1400000US06067000600,"Census Tract 6, Sacramento County, California",1686,357,831,210,15,117,4,17
1400000US06067000700,"Census Tract 7, Sacramento County, California",2676,517,845,712,43,389,20,24
1400000US06067000800,"Census Tract 8, Sacramento County, California",1637,305,854,148,5,193,5,20
1400000US06067001102,"Census Tract 11.02, Sacramento County, California",1443,283,792,127,12,93,3,17
1400000US06067001103,"Census Tract 11.03, Sacramento County, California",1604,321,726,224,10,167,9,4
1400000US06067001201,"Census Tract 12.01, Sacramento County, California",2141,444,1196,173,11,162,15,17
1400000US06067001202,"Census Tract 12.02, Sacramento County, California",1855,357,970,147,4,201,9,18
1400000US06067001300,"Census Tract 13, Sacramento County, California",3320,697,1987,132,4,223,0,20
1400000US06067001400,"Census Tract 14, Sacramento County, California",2930,620,1732,152,16,183,4,21
1400000US06067001500,"Census Tract 15, Sacramento County, California",4946,760,3445,103,9,257,9,35
1400000US06067001601,"Census Tract 16.01, Sacramento County, California",3908,627,2497,110,20,302,49,29
1400000US06067001602,"Census Tract 16.02, Sacramento County, California",2645,315,2010,15,5,132,0,17
1400000US06067001701,"Census Tract 17.01, Sacramento County, California",2574,693,1135,228,9,248,9,22
1400000US06067001702,"Census Tract 17.02, Sacramento County, California",3620,588,2258,156,4,339,13,21
1400000US06067001800,"Census Tract 18, Sacramento County, California",5346,1233,2527,594,30,537,12,47
1400000US06067001900,"Census Tract 19, Sacramento County, California",3509,792,1844,205,20,319,9,32
1400000US06067002000,"Census Tract 20, Sacramento County, California",3882,1010,1507,422,34,693,11,16
1400000US06067002100,"Census Tract 21, Sacramento County, California",2773,577,1149,226,16,558,6,61
1400000US06067002200,"Census Tract 22, Sacramento County, California",4898,1033,1596,1217,29,484,121,44
1400000US06067002300,"Census Tract 23, Sacramento County, California",3380,439,2360,42,10,257,6,22
1400000US06067002400,"Census Tract 24, Sacramento County, California",4627,649,3222,57,2,338,6,32
1400000US06067002500,"Census Tract 25, Sacramento County, California",1935,244,1329,75,3,110,0,17
1400000US06067002600,"Census Tract 26, Sacramento County, California",2538,438,1633,104,13,145,0,25
